BIN,Accident Report ID,Incident Date,Record Type Description,Check2 Description,Fatality,Injury,House Number,Street Name,Borough,Block,Lot,Postcode,Latitude,Longitude,Community Board,Council District,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020)
1091745,44372,3/9/2025,Notification,Other Construction Related,0,0,80,CLARKSON STREET,Manhattan,596,30,10014,40.729793,-74.010297,102,3,1005960030,69,MN0203
3251678,43647,8/19/2024,Accident,Worker Fell,0,1,480,KENT AVENUE,Brooklyn,2134,1,11249,40.707373,-73.968411,301,33,3021347504,547,BK0102
1091654,43781,9/27/2024,Accident,Material Failure (Fell),0,1,570,WASHINGTON STREET,Manhattan,596,7502,10014,40.729212,-74.009316,102,3,1005960004,69,MN0203
4624882,45046,9/16/2025,Accident,Other Construction Related,0,1,337,BEACH 52 STREET,Queens,15843,25,,,,,,,,
1091776,45045,9/16/2025,Accident,Worker Fell,0,1,255,EAST 77 STREET,Manhattan,1432,21,10075,40.772467,-73.957051,108,5,1014320021,134,MN0801
1022678,44617,5/20/2025,Accident,Other Construction Related,0,1,1211,6 AVENUE,Manhattan,1000,29,10036,40.758393,-73.981537,105,4,1010000029,125,MN0502
1091781,44863,7/31/2025,Accident,Worker Fell,0,1,32,WEST 48 STREET,Manhattan,1263,55,10036,40.757978,-73.979783,105,4,1012630055,96,MN0502
1091855,44607,5/16/2025,Accident,Worker Fell,0,1,1299,3 AVENUE,Manhattan,1429,4,10021,40.771378,-73.959402,108,5,1014297503,134,MN0801
1070711,44618,5/21/2025,Accident,Worker Fell,0,1,140,WEST END AVENUE,Manhattan,1158,7504,10023,40.776083,-73.987179,107,6,1011587504,15501,MN0701
4075030,44910,8/15/2025,Incident,Other Construction Related,0,0,67-07,BURNS STREET,Queens,3166,129,11375,40.722869,-73.855793,406,29,4031660129,711,QN0602
4625349,44628,5/26/2025,Accident,Worker Fell,0,1,148,BEACH 116 STREET,Queens,16188,28,11694,40.578698,-73.83655,414,32,4161880028,938,QN1403
1037551,44633,5/28/2025,Incident,Material Failure (Fell),0,0,219,EAST 42 STREET,Manhattan,1316,12,10017,40.750288,-73.973288,106,4,1013160012,88,MN0603
1041930,44626,5/24/2025,Accident,Worker Fell,0,1,1026,3 AVENUE,Manhattan,1395,39,10065,40.762668,-73.965786,108,4,1013950039,11402,MN0802
1016749,44634,5/28/2025,Accident,Worker Fell,0,1,41,MADISON AVENUE,Manhattan,855,37,10010,40.742616,-73.986698,105,2,1008550037,56,MN0501
1050357,44638,5/29/2025,Incident,Other Construction Related,0,0,1522,1 AVENUE,Manhattan,1559,50,10075,40.772632,-73.952462,108,5,1015597501,13603,MN0803
2007263,44637,5/29/2025,Accident,Other Construction Related,0,1,1469,TELLER AVENUE,Bronx,2784,57,10457,40.839028,-73.908895,204,16,2027840057,225,BX0403
3034540,44916,8/18/2025,Incident,Mechanical Construction Equipment,0,0,975,NOSTRAND AVENUE,Brooklyn,1309,6,11225,40.66479,-73.950982,309,35,3013090006,319,BK0901
3025953,44919,8/18/2025,Incident,Other Construction Related,0,0,133,PROSPECT PARK WEST,Brooklyn,1091,35,11215,40.665042,-73.976491,306,39,3010910035,167,BK0602
1016201,44640,5/30/2025,Accident,Worker Fell,0,1,902,BROADWAY,Manhattan,849,16,10010,40.739279,-73.989726,105,2,1008490016,52,MN0501
5052791,44643,5/30/2025,Accident,Other Construction Related,0,1,216,CLAWSON STREET,Staten Island,3645,7,10306,40.574044,-74.109282,502,50,5036450007,122,SI0202
1078533,44650,6/2/2025,Incident,Other Construction Related,0,0,1626,3 AVENUE,Manhattan,1520,38,10128,40.782192,-73.951538,108,5,1015200038,15801,MN0802
3430033,44659,6/3/2025,Notification,Other Construction Related,0,0,1057,ATLANTIC AVENUE,Brooklyn,2020,68,11238,40.679504,-73.956678,303,36,3020200068,227,BK0301
1063303,44656,6/3/2025,Accident,Worker Fell,0,1,609,WEST 158 STREET,Manhattan,2136,5,10032,40.835014,-73.945222,112,7,1021360005,247,MN1201
2012378,44145,1/9/2025,Incident,Other Construction Related,0,0,2160,HUGHES AVENUE,Bronx,3082,20,10457,40.85092,-73.889266,206,15,2030820020,373,BX0602
3061688,44933,8/22/2025,Incident,Other Construction Related,0,0,143,NORTH 9 STREET,Brooklyn,2304,32,11249,40.719298,-73.957092,301,33,3023040032,517,BK0102
1048273,43638,8/16/2024,Accident,Worker Fell,0,1,150,EAST 91 STREET,Manhattan,1519,50,10128,40.782533,-73.952924,108,5,1015190050,14802,MN0802
1057334,44357,3/6/2025,Accident,Worker Fell,0,1,611,WEST 112 STREET,Manhattan,1895,8,10025,40.80564,-73.966186,109,7,1018950008,199,MN0901
3212196,44670,6/5/2025,Accident,Other Construction Related,1,0,3223,QUENTIN ROAD,Brooklyn,7705,1,11234,40.61293,-73.939473,318,46,3077050001,644,BK1802
3429802,44664,6/4/2025,Accident,Worker Fell,0,1,33,4 STREET,Brooklyn,464,51,11231,40.677654,-73.995064,306,39,3004640051,77,BK0601
3128514,42799,2/7/2024,Incident,Excavation/Soil Work,0,0,1611,46 STREET,Brooklyn,5434,83,11204,40.632397,-73.983211,312,44,3054340083,476,BK1202
1035371,44669,6/5/2025,Accident,Worker Fell,0,1,343,MADISON AVENUE,Manhattan,1279,23,10017,40.754253,-73.97821,105,4,1012790023,94,MN0502
1090972,44686,6/9/2025,Accident,Mechanical Construction Equipment,0,1,42,TRINITY PLACE,Manhattan,19,7501,10006,40.707437,-74.013194,101,1,1000197501,13,MN0101
2130818,44417,3/21/2025,Accident,Worker Fell,0,1,1298,INWOOD AVENUE,Bronx,2855,51,10452,40.838458,-73.920338,204,16,2028550051,219,BX0403
1091865,44689,6/10/2025,Accident,Other Construction Related,0,1,39,WEST 128 STREET,Manhattan,1726,17,10027,40.808899,-73.942173,110,9,1017260017,208,MN1002
3058215,44676,6/6/2025,Accident,Other Construction Related,0,1,71,PRINCE STREET,Brooklyn,2050,100,11201,40.695332,-73.982413,302,35,3020500100,1501,BK0202
3256090,44691,6/10/2025,Accident,Worker Fell,0,1,75,ROSS STREET,Brooklyn,2181,1,11249,40.703817,-73.963374,301,34,3021810001,545,BK0103
3000519,44551,4/29/2025,Accident,Other Construction Related,0,1,285,SCHERMERHORN STREET,Brooklyn,166,7501,11217,40.687759,-73.982898,302,33,3001667501,37,BK0202
1091747,44692,6/10/2025,Accident,Worker Fell,0,1,282,WEST 132 STREET,Manhattan,1937,65,10027,40.814265,-73.947219,110,9,1019370065,226,MN1002
1041930,43182,4/25/2024,Incident,Mechanical Construction Equipment,0,0,1026,3 AVENUE,Manhattan,1395,39,10065,40.762668,-73.965786,108,4,1013950039,11402,MN0802
1090627,44699,6/13/2025,Incident,Other Construction Related,0,0,100,WEST 37 STREET,Manhattan,812,45,10018,40.751762,-73.98657,105,4,1008120045,109,MN0502
4112161,42831,2/15/2024,Accident,Worker Fell,0,1,35-18,LEAVITT STREET,Queens,4960,27,11354,40.764459,-73.828892,407,20,4049600027,869,QN0707
4214498,42750,1/25/2024,Accident,Other Construction Related,0,1,95-25,WALTHAM STREET,Queens,10026,34,11435,40.697908,-73.807191,412,27,4100260034,208,QN1201
,44701,6/16/2025,Not DOB Jurisdiction,Other Construction Related,0,0,605,WEST 30 STREET,Manhattan,,,10001,40.753481,-74.00432,104,3,,9903,MN0401
1016921,44702,6/16/2025,Accident,Other Construction Related,0,1,261,5 AVENUE,Manhattan,858,78,10016,40.745131,-73.986957,105,2,1008580078,74,MN0501
3045807,42882,2/27/2024,Incident,Other Construction Related,0,0,654,JEFFERSON AVENUE,Brooklyn,1656,17,11221,40.685418,-73.93142,303,36,3016560017,295,BK0302
2010965,44884,8/6/2025,Accident,Worker Fell,0,1,1900,LONGFELLOW AVENUE,Bronx,3016,7,10460,40.838969,-73.882285,206,15,2030160007,359,BX0601
3430199,44877,8/4/2025,Accident,Worker Fell,0,1,2745,ATLANTIC AVENUE,Brooklyn,3674,42,11207,40.676183,-73.892876,305,37,3036740042,1198,BK0502
1091817,44883,8/6/2025,Accident,Worker Fell,0,1,126,EAST 57 STREET,Manhattan,1311,13,10022,40.761118,-73.969609,105,4,1013110013,11203,MN0604
1091866,44708,6/18/2025,Accident,Other Construction Related,0,1,200,WEST 88 STREET,Manhattan,1235,36,10024,40.789066,-73.974266,107,6,1012350036,175,MN0702
4202337,44718,6/20/2025,Incident,Other Construction Related,0,0,109-08,LIBERTY AVENUE,Queens,9532,4,11419,40.684147,-73.832628,410,28,4095320004,96,QN1001
1084771,44715,6/20/2025,Accident,Material Failure (Fell),0,1,301,PARK AVENUE,Manhattan,1304,7501,10022,40.756648,-73.974358,105,4,1013047501,100,MN0604
1015242,44719,6/21/2025,Accident,Other Construction Related,0,1,989,6 AVENUE,Manhattan,812,42,10018,40.751394,-73.986635,105,4,1008120045,109,MN0502
2001079,44714,6/20/2025,Accident,Other Construction Related,0,1,355,EXTERIOR STREET,Bronx,2349,46,10451,40.816046,-73.931166,201,8,2023490046,6301,BX0401
1091779,44731,6/24/2025,Accident,Mechanical Construction Equipment,0,1,364,WEST 54 STREET,Manhattan,1044,15,10019,40.76551,-73.986011,104,3,1010440015,133,MN0402
3334941,43308,5/29/2024,Incident,Excavation/Soil Work,0,0,299,WILLOUGHBY AVENUE,Brooklyn,1911,45,11205,40.692622,-73.959122,303,33,3019110045,235,BK0301
1091781,44728,6/23/2025,Accident,Worker Fell,0,1,32,WEST 48 STREET,Manhattan,1263,55,10036,40.757978,-73.979783,105,4,1012630055,96,MN0502
3018646,44730,6/24/2025,Accident,Other Construction Related,0,1,85,4 AVENUE,Brooklyn,934,7,11217,40.681608,-73.980192,306,39,3009340007,12901,BK0602
4615049,44732,6/24/2025,Accident,Mechanical Construction Equipment,0,1,121-10,MERIDIAN ROAD,Queens,2018,1,,,,,,,,
4625349,44879,8/6/2025,Accident,Other Construction Related,0,1,148,BEACH 116 STREET,Queens,16188,28,11694,40.578698,-73.83655,414,32,4161880028,938,QN1403
2102025,44887,8/7/2025,Accident,Worker Fell,0,1,425,EAST FORDHAM ROAD,Bronx,3273,1,10458,40.860843,-73.889744,206,15,2032730001,397,BX0603
1027184,44876,8/4/2025,Accident,Worker Fell,0,1,755,12 AVENUE,Manhattan,1109,100,10019,40.768668,-73.995404,104,3,1011090100,13501,MN0402
3430082,44881,8/6/2025,Accident,Other Construction Related,0,1,19,ROCKWELL PLACE,Brooklyn,2095,10,11217,40.689285,-73.979418,302,35,3020950010,33,BK0203
4624423,44873,8/4/2025,Accident,Worker Fell,0,1,42-06,ORCHARD STREET,Queens,265,13,11101,40.74817,-73.938805,402,26,4002650013,1902,QN0201
3256090,44878,8/5/2025,Accident,Worker Fell,0,1,75,ROSS STREET,Brooklyn,2181,1,11249,40.703817,-73.963374,301,34,3021810001,545,BK0103
1087239,44937,8/22/2025,Accident,Worker Fell,0,1,200,WEST STREET,Manhattan,16,260,10282,40.713846,-74.013812,101,1,1000160260,31703,MN0101
1001162,44931,8/22/2025,Accident,Mechanical Construction Equipment,0,1,199,WATER STREET,Manhattan,74,7501,10038,40.70727,-74.004314,101,1,1000747501,1502,MN0101
4009057,44934,8/22/2025,Accident,Worker Fell,0,1,34-15,31 AVENUE,Queens,626,1,11106,40.763113,-73.920875,401,22,4006260001,63,QN0103
1091731,44952,8/27/2025,Accident,Worker Fell,0,1,200,EAST 75 STREET,Manhattan,1429,45,10021,40.771548,-73.958849,108,5,1014290045,134,MN0801
3430019,44926,8/20/2025,Notification,Other Construction Related,0,0,372,LIVINGSTON ST,Brooklyn,167,26,11217,40.68763,-73.980608,302,33,3001670016,37,BK0202
2112853,44953,8/26/2025,Accident,Worker Fell,0,1,480,EAST 176 STREET,Bronx,2917,17,10457,40.845895,-73.89852,206,15,2029170017,395,BX0602
,44958,8/28/2025,Incident,Other Construction Related,0,0,4101,ARTHUR KILL ROAD,Staten Island,7247,1,10309,40.5423,-74.236903,503,51,5072470001,22602,SI0305
4439038,44964,8/29/2025,Accident,Worker Fell,0,1,45-40,VERNON BOULEVARD,Queens,26,4,11101,40.747372,-73.952556,402,26,4000260004,103,QN0201
3056728,44961,8/29/2025,Incident,Other Construction Related,0,0,146,CAMBRIDGE PLACE,Brooklyn,1980,60,11238,40.683006,-73.962733,302,35,3019800060,201,BK0204
2017421,44963,8/29/2025,Accident,Other Construction Related,0,1,2702,CRESTON AVENUE,Bronx,3314,32,10468,40.867778,-73.894581,207,14,2033140032,40304,BX0702
1042055,44981,9/4/2025,Incident,Other Construction Related,0,0,140,EAST 63 STREET,Manhattan,1397,7505,10065,40.764592,-73.966052,108,4,1013977505,11402,MN0802
2094178,44980,9/4/2025,Incident,Other Construction Related,0,0,1140,EAST 229 STREET,Bronx,4905,3,10466,40.886307,-73.845417,212,12,2049050003,458,BX1202
1026706,44922,8/19/2025,Accident,Scaffold/Shoring Installations,0,1,742,10 AVENUE,Manhattan,1060,63,10019,40.765025,-73.991527,104,3,1010600063,133,MN0402
3065421,44991,9/6/2025,Incident,Other Construction Related,0,0,167,MESEROLE AVENUE,Brooklyn,2600,31,11222,40.728076,-73.949759,301,33,3026000031,573,BK0101
1015242,44978,9/4/2025,Accident,Worker Fell,0,1,989,6 AVENUE,Manhattan,812,42,10018,40.751394,-73.986635,105,4,1008120045,109,MN0502
3000370,44974,9/3/2025,Accident,Other Construction Related,0,1,9,DEKALB AVENUE,Brooklyn,149,7503,11201,40.689985,-73.98254,302,33,3001497503,1502,BK0202
2120979,44977,9/4/2025,Accident,Other Construction Related,0,1,2421,LAFAYETTE AVENUE,Bronx,3702,49,10473,40.824029,-73.843362,209,18,2037020049,98,BX0903
3429090,44900,8/13/2025,Accident,Other Construction Related,0,1,305,Chester street,Brooklyn,3560,1,11212,40.664368,-73.910337,316,41,3035600001,924,BK1602
2017024,45022,9/10/2025,Accident,Worker Fell,0,1,2667,BRIGGS AVENUE,Bronx,3300,207,10458,40.865701,-73.892213,207,15,2033000073,40501,BX0702
3429697,45015,9/10/2025,Accident,Other Construction Related,0,1,307,BOND STREET,Brooklyn,438,7,11231,40.679847,-73.989613,306,39,3004380007,75,BK0601
1033649,45014,9/9/2025,Accident,Worker Fell,0,1,698,AMSTERDAM AVENUE,Manhattan,1241,35,10025,40.79267,-73.971386,107,7,1012410035,179,MN0702
1026951,44993,9/8/2025,Accident,Worker Fell,0,1,622,11 AVENUE,Manhattan,1074,63,10036,40.76317,-73.996596,104,3,1010740063,12901,MN0402
1085486,45025,9/11/2025,Incident,Material Failure (Fell),0,0,41,RIVER TERRACE,Manhattan,16,210,10282,40.71793,-74.014523,101,1,1000160210,31703,MN0101
3086213,45009,9/9/2025,Accident,Other Construction Related,1,0,113,SUNNYSIDE AVENUE,Brooklyn,3886,10,11207,40.681356,-73.892698,305,37,3038860010,114202,BK0501
4216206,45034,9/12/2025,Accident,Worker Fell,0,1,164-08,JAMAICA AVENUE,Queens,10151,24,11432,40.705206,-73.79552,412,27,4101510024,44601,QN1201
1086215,45055,9/18/2025,Incident,Material Failure (Fell),0,0,1787,MADISON AVENUE,Manhattan,1623,7501,10035,40.800833,-73.944218,111,9,1016237501,184,MN1102
4042212,45050,9/16/2025,Incident,Other Construction Related,0,0,107-09,NORTHERN BOULEVARD,Queens,1702,62,11368,40.757809,-73.861717,403,21,4017020062,373,QN0302
1000863,45062,9/19/2025,Incident,Other Construction Related,1,0,77,WATER STREET,Manhattan,33,1,10005,40.704275,-74.008681,101,1,1000330001,7,MN0101
1091844,45060,9/19/2025,Incident,Excavation/Soil Work,0,1,1710,BROADWAY,Manhattan,1026,21,10019,40.764225,-73.982391,105,6,1010260021,137,MN0502
3429956,45054,9/18/2025,Accident,Other Construction Related,0,1,498,COLUMBIA STREET,Brooklyn,579,3,11231,40.67453,-74.007769,306,38,3005790003,5302,BK0601
